price,wheelbase,curbweight,enginesize,boreratio,horsepower,fueleconomy,carlength,carwidth,gas,turbo,hardtop,hatchback,sedan,wagon,fwd,rwd,dohcv,l,ohc,ohcf,ohcv,rotor,five,four,six,three,twelve,two,Medium,Highend
7957,93.7,2128,98,3.03,102,26.700000000000003,157.3,63.8,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6229,93.7,1967,90,2.97,68,34.150000000000006,157.3,63.8,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6692,93.7,1989,90,2.97,68,34.150000000000006,157.3,63.8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7609,93.7,1989,90,2.97,68,34.150000000000006,157.3,63.8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8558,93.7,2191,98,3.03,102,26.700000000000003,157.3,63.8,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8921,103.3,2535,122,3.34,88,26.700000000000003,174.6,64.6,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12964,95.9,2811,156,3.6,145,21.25,173.2,66.3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6479,86.6,1713,92,2.91,58,51.25,144.6,63.9,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6855,86.6,1819,92,2.91,76,34.150000000000006,144.6,63.9,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5399,93.7,1837,79,2.91,60,39.800000000000004,150.0,64.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6529,93.7,1940,92,2.91,76,31.8,150.0,64.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7129,93.7,1956,92,2.91,76,31.8,150.0,64.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7295,96.5,2010,92,2.91,76,31.8,163.4,64.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7295,96.5,2024,92,2.92,76,31.8,157.1,63.9,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7895,96.5,2236,110,3.15,86,29.700000000000003,167.5,65.2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9095,96.5,2289,110,3.15,86,29.700000000000003,167.5,65.2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8845,96.5,2304,110,3.15,86,29.700000000000003,175.4,65.2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10295,96.5,2372,110,3.15,86,29.700000000000003,175.4,62.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12945,96.5,2465,110,3.15,101,25.8,175.4,65.2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10345,96.5,2293,110,3.15,100,27.700000000000003,169.1,66.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6785,94.3,2337,111,3.31,78,26.25,170.7,61.8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8916,94.5,1874,90,3.03,70,40.25,155.9,63.6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8916,94.5,1909,90,3.03,70,40.25,155.9,63.6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11048,96.0,2734,119,3.43,90,26.25,172.6,65.2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32250,113.0,4066,258,3.63,176,16.8,199.6,69.6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35550,113.0,4066,258,3.63,176,16.8,199.6,69.6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36000,102.0,3950,326,3.54,262,14.8,191.7,70.6,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5195,93.1,1890,91,3.03,68,30.450000000000003,159.1,64.2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6095,93.1,1900,91,3.03,68,34.150000000000006,159.1,64.2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6795,93.1,1905,91,3.03,68,34.150000000000006,159.1,64.2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6695,93.1,1945,91,3.03,68,34.150000000000006,166.8,64.2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7395,93.1,1950,91,3.08,68,34.150000000000006,166.8,64.2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
10945,95.3,2380,70,3.33,101,19.700000000000003,169.0,65.7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
11845,95.3,2380,70,3.33,101,19.700000000000003,169.0,65.7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
13645,95.3,2385,70,3.33,101,19.700000000000003,169.0,65.7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
15645,95.3,2500,80,3.33,135,19.15,169.0,65.7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
8845,98.8,2385,122,3.39,84,28.700000000000003,177.8,66.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8495,98.8,2410,122,3.39,84,28.700000000000003,177.8,66.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
10595,98.8,2385,122,3.39,84,28.700000000000003,177.8,66.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
10245,98.8,2410,122,3.39,84,28.700000000000003,177.8,66.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
10795,98.8,2443,122,3.39,64,38.7,177.8,66.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
11245,98.8,2425,122,3.39,84,28.700000000000003,177.8,66.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
18280,104.9,2670,140,3.76,120,22.6,175.0,66.1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
18344,104.9,2700,134,3.43,72,34.6,175.0,66.1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
25552,110.0,3515,183,3.58,123,23.35,190.9,70.3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
28248,110.0,3750,183,3.58,123,23.35,190.9,70.3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
28176,106.7,3495,183,3.58,123,23.35,187.5,70.3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
31600,115.6,3770,183,3.58,123,23.35,202.6,71.7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
34184,115.6,3740,234,3.46,155,16.9,202.6,71.7,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35056,96.6,3685,234,3.46,155,16.9,180.3,70.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
40960,120.9,3900,308,3.8,184,14.900000000000002,208.1,71.7,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
45400,112.0,3715,304,3.8,184,14.900000000000002,199.2,72.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16503,102.7,2910,140,3.78,175,21.25,178.4,68.0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5389,93.7,1918,92,2.97,68,38.8,157.3,64.4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6189,93.7,1944,92,2.97,68,34.150000000000006,157.3,64.4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6669,93.7,2004,92,2.97,68,34.150000000000006,157.3,64.4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7689,93.0,2145,98,3.03,102,26.700000000000003,157.3,63.8,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9959,96.3,2370,110,3.17,116,26.15,173.0,65.4,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8499,96.3,2328,122,3.35,88,28.150000000000002,173.0,65.4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12629,95.9,2833,156,3.58,145,21.25,173.2,66.3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14869,95.9,2921,156,3.59,145,21.25,173.2,66.3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14489,95.9,2926,156,3.59,145,21.25,173.2,66.3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6989,96.3,2365,122,3.35,88,28.150000000000002,172.4,65.4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8189,96.3,2405,122,3.35,88,28.150000000000002,172.4,65.4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9279,96.3,2403,110,3.17,116,26.15,172.4,65.4,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9279,96.3,2403,110,3.17,116,26.15,172.4,65.4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5499,94.5,1889,97,3.15,69,33.7,165.3,63.8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7099,94.5,2017,103,2.99,55,47.25,165.3,63.8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6649,94.5,1918,97,3.15,69,33.7,165.3,63.8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6849,94.5,1938,97,3.15,69,33.7,165.3,63.8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7349,94.5,2024,97,3.15,69,33.7,170.2,63.8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7299,94.5,1951,97,3.15,69,33.7,165.3,63.8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7799,94.5,2028,97,3.15,69,33.7,165.6,63.8,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7499,94.5,1971,97,3.15,69,33.7,165.3,63.8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7999,94.5,2037,97,3.15,69,33.7,170.2,63.8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8249,95.1,2008,97,3.15,69,33.7,162.4,63.8,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8949,97.2,2324,120,3.33,97,30.150000000000002,173.4,65.2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
9549,97.2,2302,120,3.33,97,30.150000000000002,173.4,65.2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
13499,100.4,3095,181,3.43,152,19.25,181.7,66.5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
14399,100.4,3296,181,3.43,152,19.25,184.6,66.5,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
13499,100.4,3060,181,3.43,152,21.700000000000003,184.6,66.5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
17199,91.3,3071,181,3.43,160,21.700000000000003,170.7,67.9,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
19699,91.3,3139,181,3.43,200,19.700000000000003,170.7,67.9,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
18399,99.2,3139,181,3.43,160,21.700000000000003,178.5,67.9,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
11900,107.9,3020,120,3.46,97,21.25,186.7,68.4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
13200,107.9,3197,152,3.7,95,30.25,186.7,68.4,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
12440,114.2,3230,120,3.46,97,21.25,198.9,68.4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
13860,114.2,3430,152,3.7,95,25.0,198.9,68.4,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
15580,107.9,3075,120,3.46,95,21.25,186.7,68.4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
16900,107.9,3252,152,3.7,95,30.25,186.7,68.4,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
16695,114.2,3285,120,3.46,95,21.25,198.9,68.4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
17075,114.2,3485,152,3.7,95,25.0,198.9,68.4,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
16630,107.9,3075,120,3.46,97,21.25,186.7,68.4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
17950,107.9,3252,152,3.7,95,30.25,186.7,68.4,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
18150,108.0,3130,134,3.61,142,20.700000000000003,186.7,68.3,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5572,93.7,1918,90,2.97,68,38.8,157.3,63.8,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7957,93.7,2128,98,3.03,102,26.700000000000003,157.3,63.8,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6229,93.7,1967,90,2.97,68,34.150000000000006,157.3,63.8,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6692,93.7,1989,90,2.97,68,34.150000000000006,167.3,63.8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7609,93.7,2191,98,2.97,68,34.150000000000006,167.3,63.8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8921,103.3,2535,122,3.35,88,26.700000000000003,174.6,64.6,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12764,95.9,2818,156,3.59,145,21.25,173.2,66.3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22018,94.5,2778,151,3.94,143,22.6,168.9,68.3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
32528,89.5,2756,194,3.74,207,20.6,168.9,65.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
34028,89.5,2756,194,3.74,207,20.6,168.9,65.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
37028,89.5,2800,194,3.74,207,20.6,168.9,65.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
31400,98.4,3366,203,3.94,288,21.950000000000003,175.7,72.3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9295,96.1,2579,132,3.46,90,26.6,181.5,66.5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9895,96.1,2460,132,3.46,90,26.6,176.8,66.6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11850,99.1,2658,121,3.54,110,24.15,186.6,66.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
12170,99.1,2695,121,3.54,110,24.15,186.6,66.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
15040,99.1,2707,121,2.54,110,24.15,186.6,66.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
15510,99.1,2758,121,3.54,110,24.15,186.6,66.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
18150,99.1,2808,121,3.54,160,22.150000000000002,186.6,66.5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
18620,99.1,2847,121,3.54,160,22.150000000000002,186.6,66.5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5118,93.7,2050,97,3.62,69,33.25,156.9,63.4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7053,93.7,2120,108,3.62,73,28.25,157.9,63.6,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7603,93.3,2240,108,3.62,73,28.25,157.3,63.8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7126,97.2,2145,108,3.62,82,34.25,172.0,65.4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7775,97.2,2190,108,3.62,82,30.25,172.0,65.4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9960,97.2,2340,108,3.62,94,28.700000000000003,172.0,65.4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9233,97.0,2385,108,3.62,82,24.450000000000003,172.0,65.4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11259,97.0,2510,108,3.62,111,26.25,172.0,65.4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7463,97.0,2290,108,3.62,82,29.800000000000004,173.5,65.4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10198,97.0,2455,108,3.62,94,27.700000000000003,173.5,65.4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8013,96.9,2420,108,3.62,82,25.700000000000003,173.6,65.4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11694,96.9,2650,108,3.62,111,23.0,173.6,65.4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5348,95.7,1985,92,3.05,62,36.8,158.7,63.6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6338,95.7,2040,92,3.05,62,34.150000000000006,158.7,63.6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6488,95.7,2015,92,3.05,62,34.150000000000006,158.7,63.6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6918,95.7,2280,92,3.05,62,33.7,169.7,63.6,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7898,95.7,2290,92,3.05,62,29.25,169.7,63.6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8778,95.7,3110,92,3.05,62,29.25,169.7,63.6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6938,95.7,2081,98,3.19,70,33.150000000000006,166.3,64.4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7198,95.7,2109,98,3.19,70,33.150000000000006,166.3,64.4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7898,95.7,2275,110,3.27,56,34.900000000000006,166.3,64.4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7788,95.7,2275,110,3.27,56,42.050000000000004,166.3,64.4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7738,95.7,2094,98,3.19,70,42.050000000000004,166.3,64.4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8358,95.7,2122,98,3.19,70,30.700000000000003,166.3,64.4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9258,95.7,2140,98,3.19,70,30.700000000000003,166.3,64.4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8058,94.5,2169,98,3.19,70,31.25,168.7,64.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8238,94.5,2204,98,3.19,70,31.25,168.7,64.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9298,94.5,2265,98,3.24,112,27.35,168.7,64.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9538,94.5,2300,98,3.24,112,27.35,168.7,64.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8449,98.4,2540,146,3.62,116,26.700000000000003,176.2,65.6,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9639,98.4,2536,146,3.62,116,26.700000000000003,176.2,65.6,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9989,98.4,2551,146,3.62,116,26.700000000000003,176.2,65.6,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11199,98.4,2679,146,3.62,116,26.700000000000003,176.2,65.6,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11549,98.4,2714,146,3.62,116,26.700000000000003,176.2,65.6,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
17669,98.4,2975,146,3.62,116,26.700000000000003,176.2,65.6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8948,102.4,2326,122,3.31,92,31.25,175.6,66.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10698,102.4,2480,110,3.27,73,31.35,175.6,66.5,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9988,102.4,2414,122,3.31,92,29.25,175.6,66.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10898,102.4,2414,122,3.31,92,29.25,175.6,66.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11248,102.4,2458,122,3.31,92,29.25,175.6,66.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
16558,102.9,2976,171,3.27,161,21.8,183.5,67.7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15998,102.9,3016,171,3.27,161,21.25,183.5,67.7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15690,104.5,3131,171,3.27,156,21.8,187.8,66.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
